name_raw,name_eng,name_hun,info_eng,info_hun,symbol,sys_raw,sys_dat,category,source,inter_val
wiener_pfund_1756_1874,Wiener Pfund,Wiener Pfund,Viennese pound: 16 Unz.,bécsi font: 16 Unz.,Pfund,viennese_weight_1756_1874,Viennese (1756-1874),weight,"Bogdán 1991, 49.",0.56
wiener_zentner_1756_1874,Wiener Zentner,Wiener Zentner,Viennese hundredweight: 100 Pfund,bécsi mázsa: 100 Pfund,Zent.,viennese_weight_1756_1874,Viennese (1756-1874),weight,"Bogdán 1991, 49.",56.006
zoll_loth,Zoll-Loth,Zoll-Loth,Viennese (German) customs lot,bécsi (német) vámlat,ZLoth,viennese_customs,Viennese customs,weight,"Bogdán 1991, 49.",1.666
zollpfund,Zollpfund,Zollpfund,"Viennese (German) customs pound: 30 ZLoth, fixed to 50 dag","bécsi (német) vámfont, 30 ZLoth, 50 dag-hoz igazítva",ZPfund,viennese_customs,Viennese customs,weight,"Bogdán 1991, 49.",0.5
zollzentner,Zollzentner,Zollzentner,"Viennese (German) customs hundredweight: 100 ZPfund, fixed to 50 kg","bécsi (német) vámmázsa, 100 ZPfund, 50 kg-hoz igazítva",ZZent.,viennese_customs,Viennese customs,weight,"Bogdán 1991, 49.",50.0
budai_ferton_to13c,budai ferton,budai ferton,"mg. ""quarter"" (mark), 1/880 mázsa","jel. ""negyed"" (márka), 1/880 mázsa",fert.,buda_weight_to13c,Buda (-13th c.),weight,"Bogdán 1991, 50.",0.061384
budai_marka_to13c,budai márka,budai márka,Buda mark: 4 fert.,4 fert.,márka,buda_weight_to13c,Buda (-13th c.),weight,"Bogdán 1991, 50.",0.2455
budai_mazsa_to13c,budai mázsa,budai mázsa,Buda hundredweight: 220 márka,220 márka,mázsa,buda_weight_to13c,Buda (-13th c.),weight,"Bogdán 1991, 50.",54.018
budai_lat_14c_1686,budai lat,budai lat,Buda lat: 1/32 font,1/32 font,lat,buda_weight_14c_1686,Buda (14th c.-1686),weight,"Bogdán 1991, 50.",0.015347
budai_nehezek_14c_1686,budai nehezék,budai nehezék,Buda ounce: 2 lat,2 lat,neh.,buda_weight_14c_1686,Buda (14th c.-1686),weight,"Bogdán 1991, 50.",0.030694
budai_ferton_14c_1686,budai ferton,budai ferton,"mg. ""quarter"" (mark), 1/16 font, 2 neh.","jel. ""negyed"" (márka), 1/16 font, 2 neh.",fert.,buda_weight_14c_1686,Buda (14th c.-1686),weight,"Bogdán 1991, 50.",0.061388
budai_font_14c_1686,budai font,budai font,Buda pound: 16 fert,16 fert.,font,buda_weight_14c_1686,Buda (14th c.-1686),weight,"Bogdán 1991, 50.",0.4811
budai_mazsa_100_font_14c_1686,budai mázsa (100 font),budai mázsa (100 font),"Buda hundredweight. Exchange rate uncertain, 100 pounder version.","Váltószáma bizonytalan, 100 fontos érték.",mázsa,buda_weight_14c_1686,Buda (14th c.-1686),weight,"Bogdán 1991, 50.",49.11
budai_mazsa_120_font_14c_1686,budai mázsa (120 font),budai mázsa (120 font),"Buda hundredweight. Exchange rate uncertain, 120 pounder version.","Váltószáma bizonytalan, 120 fontos érték.",mázsa,buda_weight_14c_1686,Buda (14th c.-1686),weight,"Bogdán 1991, 50.",58.93
pozsonyi_lat_pre1854,pozsonyi lat,pozsonyi lat,Pressburg lot: 1/32 font,1/32 font,lat,pressburg_weight_pre1854,Pressburg (-1854),weight,"Bogdán 1991, 52.",0.017437
pozsonyi_nehezek_pre1854,pozsonyi nehezék,pozsonyi nehezék,Pressburg ounce: 2 lat,2 lat,neh.,pressburg_weight_pre1854,Pressburg (-1854),weight,"Bogdán 1991, 52.",0.034875
pozsonyi_font_pre1854,pozsonyi font,pozsonyi font,Pressburg pound: 16 neh.,16 neh.,font,pressburg_weight_pre1854,Pressburg (-1854),weight,"Bogdán 1991, 52.",0.558
pozsonyi_mazsa_pre1854,pozsonyi mázsa,pozsonyi mázsa,Pressburg hundredweight: 100 font,100 font,mázsa,pressburg_weight_pre1854,Pressburg (-1854),weight,"Bogdán 1991, 52.",55.8
pozsonyi_lat_1854_1874,pozsonyi lat,pozsonyi lat,"Pressburg lot: 1/32 font, adjusted to Vienna's.","1/32 font, a bécsihez igazítva.",lat,pressburg_weight_1854_1874,Pressburg (1854-1874),weight,"Bogdán 1991, 52.",0.0175018
pozsonyi_nehezek_1854_1874,pozsonyi nehezék,pozsonyi nehezék,"Pressburg ounce: 2 lat, adjusted to Vienna's.","2 lat, a bécsihez igazítva.",neh.,pressburg_weight_1854_1874,Pressburg (1854-1874),weight,"Bogdán 1991, 52.",0.035003
pozsonyi_font_1854_1874,pozsonyi font,pozsonyi font,"Pressburg pound: 16 neh, adjusted to Vienna's.","16 neh, a bécsihez igazítva.",font,pressburg_weight_1854_1874,Pressburg (1854-1874),weight,"Bogdán 1991, 52.",0.56
pozsonyi_mazsa_1854_1874,pozsonyi mázsa,pozsonyi mázsa,"Pressburg hundredweight: 100 font, adjusted to Vienna's.","100 font, a bécsihez igazítva.",mázsa,pressburg_weight_1854_1874,Pressburg (1854-1874),weight,"Bogdán 1991, 52.",56.0
magyar_lat,magyar lat,magyar lat,Hun. lot: 1/120 font,"ném. Lot szóból, 1/120 font.",lat,hungarian_weight,Hungarian (16-18th c.),weight,"Bogdán 1991, 52.",0.015312
magyar_font,magyar font,magyar font,Hun. pound: 32 lat,"lat. pondus szóból, 32 lat.",font,hungarian_weight,Hungarian (16-18th c.),weight,"Bogdán 1991, 52.",0.49
magyar_mazsa,magyar mázsa,magyar mázsa,Hun. hundredweight: 120 font,"lat. massa szóból, 120 font.",mázsa,hungarian_weight,Hungarian (16-18th c.),weight,"Bogdán 1991, 52.",58.8
erdelyi_lat_mid1680s_mid1690s,erdélyi lat,erdélyi lat,Transylvanian lot: 1/144 font,1/144 font,lat,transylvanian_weight_mid1680s_mid1690s,Transylvanian (mid1680s-mid1690s),weight,"Bogdán 1991, 51.",0.019475
erdelyi_font_mid1680s_mid1690s,erdélyi font,erdélyi font,Transylvanian pound: 20 lat,20 lat,font,transylvanian_weight_mid1680s_mid1690s,Transylvanian (mid1680s-mid1690s),weight,"Bogdán 1991, 51.",0.3895
erdelyi_mazsa_mid1680s_mid1690s,erdélyi mázsa,erdélyi mázsa,Transylvanian hundredweight: 144 font,144 font,mázsa,transylvanian_weight_mid1680s_mid1690s,Transylvanian (mid1680s-mid1690s),weight,"Bogdán 1991, 51.",56.09
erdelyi_lat_mid1690s_1721,erdélyi lat,erdélyi lat,Transylvanian lot: 1/144 font,1/144 font,lat,transylvanian_weight_mid1690s_1721,Transylvanian (mid1690s-1721),weight,"Bogdán 1991, 51.",0.014028
erdelyi_font_mid1690s_1721,erdélyi font,erdélyi font,Transylvanian pound: 32 lat,32 lat,font,transylvanian_weight_mid1690s_1721,Transylvanian (mid1690s-1721),weight,"Bogdán 1991, 51.",0.4489
erdelyi_mazsa_mid1690s_1721,erdélyi mázsa,erdélyi mázsa,Transylvanian hundredweight: 144 font,144 font,mázsa,transylvanian_weight_mid1690s_1721,Transylvanian (mid1690s-1721),weight,"Bogdán 1991, 51.",64.64
erdelyi_lat_1721_1874,erdélyi lat,erdélyi lat,Transylvanian lot: 1/100 font,1/100 font,lat,transylvanian_weight_1721_1874,Transylvanian (1721-1874),weight,"Bogdán 1991, 51.",0.0175
erdelyi_font_1721_1874,erdélyi font,erdélyi font,Transylvanian pound: 32 lat,32 lat,font,transylvanian_weight_1721_1874,Transylvanian (1721-1874),weight,"Bogdán 1991, 51.",0.56
erdelyi_mazsa_1721_1874,erdélyi mázsa,erdélyi mázsa,Transylvanian hundredweight: 100 font,100 font,mázsa,transylvanian_weight_1721_1874,Transylvanian (1721-1874),weight,"Bogdán 1991, 51.",56.0
dram,dram,drám,"From the word ""drachma"".","A ""drachma"" szóból.",dram,turkish_hungary_weight,Ottoman/Turkish (Hungary),weight,"Bogdán 1991, 52.",0.0031503
litra,litra,litra,"Ottoman-Turkish litra, 100 dram, 18 Viennese lots","oszmán-török litra, 100 drám, 18 bécsi lat",lit.,turkish_hungary_weight,Ottoman/Turkish (Hungary),weight,"Bogdán 1991, 52.",0.315
oka,oka,oka,"4 lit, 2 1/4 Viennese pounds","4 lit, 2 1/4 bécsi font",oka,turkish_hungary_weight,Ottoman/Turkish (Hungary),weight,"Bogdán 1991, 52.",1.26
kantar,kantar,kantár,44 oka,44 oka,kant.,turkish_hungary_weight,Ottoman/Turkish (Hungary),weight,"Bogdán 1991, 52.",55.44
